year,player,team,affiliation,round,round_pick,overall_pick,position,lane_agility,shuttle_run,sprint,standing_leap,max_leap,bench_press,body_fat,hand_length,hand_width,height_no_shoes,height_shoes,reach,weight,wingspan,player_id
2006,Jordan Farmar,Los Angeles Lakers,California-Los Angeles,1,26,26,G,11.07,3.04,3.17,33.5,42.0,11,4.40,8.46,9.1,72.75,74.0,94.5,171.0,75.0,farmajo01
2011,Jordan Hamilton,Dallas Mavericks,Texas,1,26,26,F,11.47,3.1,3.30,25.0,32.0,7,9.80,9.00,9.25,78.75,80.5,104.0,228.4,81.5,hamiljo02
2009,Jordan Hill,New York Knicks,Arizona,1,8,8,F,12.23,3.1,3.30,31.0,35.0,11,6.00,8.95,9.59,81.25,82.25,108.0,232.4,85.5,hilljo01
2014,Jordan McRae,San Antonio Spurs,Tennessee,2,28,58,G,11.07,3.15,3.39,27.5,34.5,8.78,5.20,8.75,8.50,75.75,77.25,104.0,179.4,84.5,mcraejo01
2015,Jordan Mickey,Boston Celtics,Louisiana State,2,3,33,F,11.72,3.13,3.28,33.0,37.5,9,7.20,8.75,9.50,79.0,80.25,106.0,238.0,87.25,mickejo01
2019,Jordan Poole,Golden State Warriors,Michigan,1,28,28,G,10.59,3.14,3.27,28.0,35.5,8.78,7.50,8.25,8.50,75.5,77.5,99.5,190.8,78.75,
2011,Jordan Williams,New Jersey Nets,Maryland,2,6,36,F,12.74,3.1,3.45,25.0,30.5,10,12.10,9.25,10.00,79.75,81.0,106.5,247.2,84.25,willijo03
2001,Joseph Forte,Boston Celtics,North Carolina,1,21,21,G,11.51,3.04,3.19,26.5,33.0,10,6.39,8.46,9.1,75.5,76.12,100.5,193.0,78.5,fortejo01
2006,Josh Boone,New Jersey Nets,Connecticut,1,23,23,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,boonejo01
2004,Josh Childress,Atlanta Hawks,Stanford,1,6,6,G,11.95,3.04,3.38,29.0,36.0,11,9.30,8.46,9.1,77.75,79.25,105.0,196.0,83.0,childjo01
2011,Josh Harrellson,New Orleans Hornets,Kentucky,2,15,45,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,harrejo01
2017,Josh Hart,Utah Jazz,Villanova,1,30,30,G,11.15,3.02,3.18,27.5,35.5,9,5.80,8.50,9.50,75.75,77.0,101.0,209.2,80.25,hartjo01
2003,Josh Howard,Dallas Mavericks,Wake Forest,1,29,29,F,10.89,3.1,3.09,33.0,36.5,4,6.00,8.95,9.59,77.25,80.81,105.5,202.0,86.0,howarjo01
2014,Josh Huestis,Oklahoma City Thunder,Stanford,1,29,29,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,huestjo01
2017,Josh Jackson,Phoenix Suns,Kansas,1,4,4,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,jacksjo02
2007,Josh McRoberts,Portland Trail Blazers,Duke,2,7,37,F,11.70,3.1,3.47,27.5,31.5,12,13.70,8.95,9.59,80.0,82.0,106.5,240.0,85.0,mcrobjo01
2018,Josh Okogie,Minnesota Timberwolves,Georgia Tech,1,20,20,G,11.08,3.03,3.04,33.0,42.0,12,5.20,9.00,9.75,75.0,76.5,102.0,210.8,84.0,okogijo01
2015,Josh Richardson,Miami Heat,Tennessee,2,10,40,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,richajo01
2011,Josh Selby,Memphis Grizzlies,Kansas,2,19,49,G,11.13,3.04,3.20,29.5,42.0,5,7.90,8.50,9.00,73.75,75.0,98.0,194.6,77.25,selbyjo01
2004,Josh Smith,Atlanta Hawks,Oak Hill Academy,1,17,17,G,11.43,3.04,3.24,32.5,39.5,12,6.70,8.46,9.1,79.0,80.25,106.5,221.0,84.0,smithjo03
2000,Josip Sesar,Seattle SuperSonics,KK Cibona (Croatia),2,18,47,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2009,Jrue Holiday,Philadelphia 76ers,California-Los Angeles,1,17,17,G,10.64,3.04,3.21,28.5,34.0,6,6.30,8.46,9.1,75.25,76.25,100.5,199.0,79.0,holidjr01
2002,Juan Carlos Navarro,Washington Wizards,FC Barcelona Basquet (Spain),2,11,39,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,navarju01
2002,Juan Dixon,Washington Wizards,Maryland,1,17,17,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,dixonju01
2015,Juan Pablo Vaulet,Charlotte Hornets,Bahia Basket (Argentina),2,9,39,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2016,Juancho Hernangomez,Denver Nuggets,Movistar Estudiantes,1,15,15,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2007,Julian Wright,New Orleans Hornets,Kansas,1,13,13,F,11.48,3.1,3.36,28.5,33.5,2,6.10,8.95,9.59,78.5,80.5,108.0,211.0,86.25,wrighju01
2005,Julius Hodge,Denver Nuggets,North Carolina State,1,20,20,G,10.89,3.04,3.18,24.5,29.0,14,6.39,8.46,9.1,78.0,79.0,107.5,202.2,84.5,hodgeju01
2014,Julius Randle,Los Angeles Lakers,Kentucky,1,7,7,F,11.45,3.14,3.27,29.0,35.5,11.36,9.40,8.75,8.25,79.75,81.0,105.5,249.7,84.0,randlju01
2015,Justin Anderson,Dallas Mavericks,Virginia,1,21,21,F,11.13,2.88,3.22,38.0,43.0,12,5.00,8.50,9.50,77.25,78.25,101.0,230.6,83.75,anderju01
2012,Justin Hamilton,Philadelphia 76ers,Louisiana State,2,15,45,G,11.18,3.04,3.18,30.0,37.5,17,8.00,8.46,9.1,75.0,76.12,103.0,217.0,83.0,hamilju01
2011,Justin Harper,Cleveland Cavaliers,Richmond,2,2,32,F,11.92,3.1,3.30,28.5,33.0,19,4.00,9.00,9.25,80.0,80.75,106.0,228.0,83.75,harpeju01
2018,Justin Jackson,Denver Nuggets,Maryland,2,13,43,F,11.46,3.1,3.3,29.41,34.23,11.36,8.90,9.00,9.50,78.0,78.75,105.0,229.4,87.0,jacksju01
2017,Justin Jackson,Portland Trail Blazers,North Carolina,1,15,15,F,11.46,3.1,3.3,29.41,34.23,11.36,8.90,9.00,9.50,78.0,78.75,105.0,229.4,87.0,jacksju01
2019,Justin James,Sacramento Kings,Wyoming,2,10,40,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2017,Justin Patton,Chicago Bulls,Creighton,1,16,16,C,11.80,3.31,3.46,26.0,30.5,10.79,7.80,8.75,9.75,82.0,83.25,111.5,229.0,87.0,pattoju01
2004,Justin Reed,Boston Celtics,Mississippi,2,11,40,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,reedju01
2019,Justin Wright-Foreman,Utah Jazz,Hofstra,2,23,53,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2015,Justise Winslow,Miami Heat,Duke,1,10,10,F,11.46,3.1,3.3,29.41,34.23,11.36,5.30,8.50,9.25,76.5,78.5,104.5,221.8,82.25,winslju01
2014,Jusuf Nurkic,Chicago Bulls,KK Cedevita (Croatia),1,16,16,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2014,KJ McDaniels,Philadelphia 76ers,Clemson,2,2,32,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2019,KZ Okpala,Phoenix Suns,Stanford,2,2,32,F,10.88,3.13,3.38,30.5,37.0,9,4.60,9.25,9.25,79.25,81.5,106.5,209.6,85.75,
2017,Kadeem Allen,Boston Celtics,Arizona,2,23,53,G,11.24,2.98,3.15,33.0,35.5,7,6.40,8.50,8.75,73.0,74.25,99.5,192.4,81.25,allenka01
2000,Kaniel Dickens,Utah Jazz,Idaho,2,21,50,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,dickeka01
2002,Kareem Rush,Toronto Raptors,Missouri,1,20,20,G,11.86,3.04,3.22,26.0,30.0,15,6.39,8.46,9.1,76.75,76.12,103.5,199.0,81.75,rushka01
2015,Karl-Anthony Towns,Minnesota Timberwolves,Kentucky,1,1,1,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,townska01
2011,Kawhi Leonard,Indiana Pacers,San Diego State,1,15,15,F,11.45,3.1,3.15,25.5,32.0,3,5.40,9.75,11.25,78.0,79.0,106.0,227.4,87.0,leonaka01
2016,Kay Felder,Atlanta Hawks,Oakland,2,24,54,G,11.52,2.90,3.15,35.5,44.0,8.78,5.80,8.25,8.50,68.25,69.5,88.5,177.2,74.5,feldeka01
2001,Kedrick Brown,Boston Celtics,Northwest Florida State,1,11,11,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,brownke01
2018,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2,18,48,G,11.20,3.28,3.17,30.5,35.0,11,5.35,9.00,8.50,79.25,80.5,106.5,223.8,87.25,bateske01
2011,Keith Benson,Atlanta Hawks,Oakland,2,18,48,C,11.88,3.1,3.35,31.5,36.0,12,6.10,9.50,11.00,82.0,83.0,109.5,217.0,87.75,bensoke02
2003,Keith Bogans,Milwaukee Bucks,Kentucky,2,14,43,G,11.43,3.04,3.25,29.5,35.0,10,8.00,8.46,9.1,76.25,76.12,101.0,213.0,81.25,boganke01
2019,Keldon Johnson,San Antonio Spurs,Kentucky,1,29,29,G,11.11,3.04,3.22,30.1,36.1,8.78,5.60,8.00,9.25,76.75,78.0,104.0,216.4,81.25,
2013,Kelly Olynyk,Dallas Mavericks,Gonzaga,1,13,13,F,11.42,2.99,3.59,24.5,29.5,5,6.65,8.50,10.00,82.75,84.0,108.0,234.0,81.75,olynyke01
2015,Kelly Oubre Jr.,Atlanta Hawks,Kansas,1,15,15,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,oubreke01
2011,Kemba Walker,Charlotte Bobcats,Connecticut,1,9,9,G,10.87,3.04,3.16,32.0,39.5,7,5.90,8.00,9.00,71.5,73.0,91.5,184.0,75.5,walkeke02
2001,Ken Johnson,Miami Heat,Ohio State,2,20,48,C,11.27,3.1,3.12,32.5,35.0,13,9.90,9.12,9.86,82.75,83.73,109.5,227.0,88.0,johnske03
2012,Kendall Marshall,Phoenix Suns,North Carolina,1,13,13,G,12.03,3.04,3.23,31.0,37.0,8.78,7.80,8.50,9.00,75.25,76.25,96.0,198.4,77.5,marshke01
2003,Kendrick Perkins,Memphis Grizzlies,Clifton J. Ozen,1,27,27,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,perkike01
2011,Kenneth Faried,Denver Nuggets,Morehead State,1,22,22,F,11.35,3.1,3.26,30.5,35.0,16,6.30,8.50,10.25,78.0,79.5,108.0,224.6,84.0,farieke01
2001,Kenny Satterfield,Dallas Mavericks,Cincinnati,2,25,53,G,12.05,3.04,3.20,28.5,33.0,3,6.70,8.46,9.1,73.0,76.12,98.0,176.0,76.5,satteke01
2013,Kentavious Caldwell-Pope,Detroit Pistons,Georgia,1,8,8,G,10.60,3.20,3.12,29.0,34.5,7,6.45,8.50,9.00,76.5,77.5,100.5,203.6,80.0,caldwke01
2000,Kenyon Martin,New Jersey Nets,Cincinnati,1,1,1,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,martike01
2007,Kevin Durant,Seattle SuperSonics,Texas,1,2,2,F,12.33,3.1,3.45,26.0,33.5,0,6.60,8.95,9.59,81.0,82.25,110.0,215.0,88.75,duranke01
2018,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2,27,57,F,11.28,3.15,3.36,27.5,32.0,4,5.15,9.25,10.25,78.5,79.75,107.0,211.6,87.5,
2018,Kevin Huerter,Atlanta Hawks,Maryland,1,19,19,G,10.89,2.97,3.09,31.0,38.0,9,8.60,8.25,8.50,78.25,79.25,101.5,194.0,79.5,huertke01
2018,Kevin Knox II,New York Knicks,Kentucky,1,9,9,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2008,Kevin Love,Memphis Grizzlies,California-Los Angeles,1,5,5,F,11.17,3.1,3.22,29.5,35.0,18,12.90,8.95,9.59,79.75,81.5,106.0,255.0,83.25,loveke01
2004,Kevin Martin,Sacramento Kings,Western Carolina,1,26,26,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,martike02
2012,Kevin Murphy,Utah Jazz,Tennessee Tech,2,17,47,G,10.97,3.04,3.42,31.0,36.5,11,5.80,8.50,8.50,77.0,78.25,99.0,194.0,78.75,murphke01
2019,Kevin Porter Jr.,Milwaukee Bucks,Southern California,1,30,30,G,10.82,3.03,3.14,27.0,34.0,2,5.10,8.75,8.75,76.0,77.5,103.0,212.6,81.0,
2010,Kevin Seraphin,Chicago Bulls,Cholet Basket (France),1,17,17,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2015,Kevon Looney,Golden State Warriors,California-Los Angeles,1,30,30,F,11.46,3.1,3.3,29.41,34.23,11.36,11.90,9.50,9.25,80.0,81.25,110.0,222.4,87.5,looneke01
2000,Keyon Dooling,Orlando Magic,Missouri,1,10,10,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,doolike01
2000,Khalid El-Amin,Chicago Bulls,Connecticut,2,5,34,G,10.59,3.04,3.32,27.5,32.0,6,6.39,8.46,9.1,69.0,76.12,93.0,200.0,73.5,elamikh01
2012,Khris Middleton,Detroit Pistons,Texas A&M,2,9,39,F,11.45,3.1,3.47,28.0,31.0,4,7.80,9.00,9.00,78.75,80.25,103.0,216.2,82.75,middlkh01
2018,Khyri Thomas,Philadelphia 76ers,Creighton,2,8,38,G,10.96,3.18,3.18,30.0,35.0,14,6.40,8.75,9.25,74.5,75.75,101.0,198.8,82.5,thomakh01
2012,Kim English,Detroit Pistons,Missouri,2,14,44,G,10.59,3.04,3.33,29.0,36.5,8.78,4.30,8.50,8.75,76.5,77.75,98.0,192.0,78.5,engliki01
2001,Kirk Haston,Charlotte Hornets,Indiana,1,16,16,F,12.25,3.1,3.35,27.0,31.5,11,10.50,8.95,9.59,80.0,80.81,106.0,242.0,84.25,hastoki01
2003,Kirk Hinrich,Chicago Bulls,Kansas,1,7,7,G,10.98,3.04,3.10,29.0,33.5,10,5.30,8.46,9.1,74.75,76.12,98.5,186.0,78.0,hinriki01
2004,Kirk Snyder,Utah Jazz,Nevada-Reno,1,16,16,G,10.79,3.04,3.13,30.0,35.0,19,9.30,8.46,9.1,78.0,78.75,104.0,228.0,81.0,snydeki01
2011,Klay Thompson,Golden State Warriors,Washington State,1,11,11,G,10.99,3.04,3.24,26.5,31.5,5,8.00,8.75,9.25,77.75,79.25,103.5,205.6,81.0,thompkl01
2008,Kosta Koufos,Utah Jazz,Ohio State,1,23,23,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,koufoko01
2006,Kosta Perovic,Golden State Warriors,KK Partizan (Serbia),2,8,38,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2018,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2,30,60,F,12.48,3.48,3.21,29.5,35.0,0,5.00,9.25,9.50,81.0,82.5,110.0,194.8,86.25,antetko01
2012,Kostas Papanikolaou,New York Knicks,Olympiacos B.C. (Greece),2,18,48,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,papanko01
2016,Kris Dunn,Minnesota Timberwolves,Providence,1,5,5,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,75.0,76.25,100.0,0.0,81.5,dunnkr01
2004,Kris Humphries,Utah Jazz,Minnesota,1,14,14,F,11.33,3.1,3.20,29.5,36.0,22,6.70,8.95,9.59,80.25,81.5,106.5,238.0,84.5,humphkr01
2012,Kris Joseph,Boston Celtics,Syracuse,2,21,51,G,11.11,3.04,3.46,28.5,35.0,6,8.60,9.00,9.00,78.0,79.0,104.0,215.0,83.0,josepkr01
2015,Kristaps Porzingis,New York Knicks,CB Sevilla (Spain),1,4,4,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2001,Kwame Brown,Washington Wizards,Glynn Academy,1,1,1,F,11.59,3.1,3.45,30.0,33.0,17,8.90,8.95,9.59,82.0,80.81,108.0,243.0,85.0,brownkw01
2014,Kyle Anderson,San Antonio Spurs,California-Los Angeles,1,30,30,F,11.46,3.1,3.3,29.41,34.23,11.36,13.35,8.25,8.75,79.5,80.5,107.5,230.1,86.75,anderky01
2019,Kyle Guy,New York Knicks,Virginia,2,25,55,G,10.48,3.07,3.27,30.5,36.5,4,5.70,8.00,8.75,72.75,74.25,95.5,167.8,76.5,
2001,Kyle Hill,Dallas Mavericks,Eastern Illinois,2,15,43,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2003,Kyle Korver,New Jersey Nets,Creighton,2,22,51,F,11.42,3.1,3.47,25.5,31.5,13,6.70,8.95,9.59,78.25,80.81,102.5,211.0,81.5,korveky01
2017,Kyle Kuzma,Brooklyn Nets,Utah,1,27,27,F,10.72,2.98,3.25,27.0,34.0,12,9.40,8.50,9.50,80.0,81.5,107.5,222.6,84.25,kuzmaky01
2006,Kyle Lowry,Memphis Grizzlies,Villanova,1,24,24,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,lowryky01
2012,Kyle O'Quinn,Orlando Magic,Norfolk State,2,19,49,F,11.65,3.1,3.53,31.5,31.5,11.36,8.00,9.50,10.00,80.5,82.0,106.5,240.8,88.75,oquinky01
2011,Kyle Singler,Detroit Pistons,Duke,2,3,33,F,11.22,3.1,3.21,23.0,30.0,10,10.00,8.25,8.75,79.5,80.5,106.0,228.0,82.1,singlky01
2008,Kyle Weaver,Charlotte Bobcats,Washington State,2,8,38,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,weaveky01
2011,Kyrie Irving,Cleveland Cavaliers,Duke,1,1,1,G,11.11,3.04,3.22,30.1,36.1,8.78,10.20,8.25,9.25,73.75,75.5,99.0,191.0,76.0,irvinky01
2007,Kyrylo Fesenko,Philadelphia 76ers,Cherkaski Mavpy (Ukraine),2,8,38,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,fesenky01
2006,LaMarcus Aldridge,Chicago Bulls,Texas,1,2,2,F,12.02,3.1,3.43,26.5,34.0,8,8.70,8.95,9.59,82.0,83.25,110.0,234.0,88.75,aldrila01
2014,Lamar Patterson,Milwaukee Bucks,Pittsburgh,2,18,48,G,11.63,3.13,3.45,27.5,32.5,8.78,10.75,9.00,9.25,76.0,77.25,101.0,226.0,83.0,pattela01
2010,Lance Stephenson,Indiana Pacers,Cincinnati,2,10,40,G,11.39,3.04,3.38,27.0,33.0,10,9.30,9.00,10.25,76.5,77.75,103.0,227.0,82.5,stephla01
2010,Landry Fields,New York Knicks,Stanford,2,9,39,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,fieldla01
2018,Landry Shamet,Philadelphia 76ers,Wichita State,1,26,26,G,11.26,3.21,3.11,31.0,39.5,8,4.85,8.00,9.00,76.0,77.25,100.0,188.6,78.75,shamela01
2015,Larry Nance Jr.,Los Angeles Lakers,Wyoming,1,27,27,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,nancela02
2010,Larry Sanders,Milwaukee Bucks,Virginia Commonwealth,1,15,15,F,12.49,3.1,3.27,25.5,28.0,7,4.60,9.75,11.00,81.25,82.5,112.0,222.4,89.75,sandela01
2010,Latavious Williams,Miami Heat,Tulsa 66ers (D-League),2,18,48,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2017,Lauri Markkanen,Minnesota Timberwolves,Arizona,1,7,7,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,markkla01
2000,Lavor Postell,New York Knicks,St. John's (NY),2,10,39,G,11.79,3.04,3.30,33.5,36.5,17,6.39,8.46,9.1,76.5,76.12,101.5,205.0,80.5,postela01
2011,Lavoy Allen,Philadelphia 76ers,Temple,2,20,50,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,allenla01
2005,Lawrence Roberts,Seattle SuperSonics,Mississippi,2,25,55,F,12.52,3.1,3.30,27.5,33.0,18,9.30,8.95,9.59,79.5,81.0,106.5,233.0,81.5,roberla01
2010,Lazar Hayward,Washington Wizards,Marquette,1,30,30,G,10.87,3.04,3.31,31.0,36.0,15,7.50,9.25,9.50,76.5,77.75,102.0,225.8,84.75,haywala01
2003,LeBron James,Cleveland Cavaliers,Saint Vincent-Saint Mary,1,1,1,F,11.46,3.1,3.3,29.41,34.23,11.36,6.70,8.95,9.59,79.25,80.81,106.25,245.0,84.25,jamesle01
2003,Leandro Barbosa,San Antonio Spurs,Associacao Bauru Basketball Team (Brazil),1,28,28,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,barbole01
2006,Leon Powe,Denver Nuggets,California,2,19,49,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,powele01
2009,Lester Hudson,Boston Celtics,Tennessee-Martin,2,28,58,G,11.15,3.04,3.16,30.5,36.0,12,3.40,8.46,9.1,71.75,73.0,98.5,196.0,80.75,hudsole01
2005,Linas Kleiza,Portland Trail Blazers,Missouri,1,27,27,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,kleizli01
2004,Lionel Chalmers,Los Angeles Clippers,Xavier,2,4,33,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,chalmli01
2006,Lior Eliyahu,Orlando Magic,Hapoel Galil Elyon (Israel),2,14,44,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2013,Livio Jean-Charles,San Antonio Spurs,ASVEL Basket (France),1,28,28,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2018,Lonnie Walker IV,San Antonio Spurs,Miami (FL),1,18,18,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2002,Lonny Baxter,Chicago Bulls,Maryland,2,15,43,F,11.77,3.1,3.21,28.0,32.5,14,7.79,8.95,9.59,78.25,80.81,107.5,264.0,85.5,baxtelo01
2017,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,1,2,2,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,balllo01
2001,Loren Woods,Minnesota Timberwolves,Arizona,2,17,45,C,11.83,3.1,3.48,24.5,28.0,10,9.30,9.12,9.86,84.75,83.73,113.0,246.0,89.5,woodslo01
2013,Lorenzo Brown,Minnesota Timberwolves,North Carolina State,2,22,52,G,11.78,3.24,3.40,28.0,34.0,8,3.95,8.25,8.50,76.0,77.25,100.0,189.2,79.0,brownlo01
2005,Lou Williams,Philadelphia 76ers,South Gwinnett,2,15,45,G,11.11,3.04,3.22,30.1,36.1,8.78,6.39,8.46,9.1,74.76,76.12,99.43,195.28,79.4,willilo02
2014,Louis Labeyrie,Indiana Pacers,Paris-Levallois Basket (France),2,27,57,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2006,Loukas Mavrokefalidis,Minnesota Timberwolves,P.A.O.K. B.C. (Greece),2,27,57,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2008,Luc Mbah a Moute,Milwaukee Bucks,California-Los Angeles,2,7,37,F,11.71,3.1,3.17,32.0,38.5,11,7.00,8.95,9.59,77.75,79.5,103.5,221.0,86.5,mbahalu01
2013,Lucas Nogueira,Boston Celtics,CB Estudiantes (Spain),1,16,16,C,11.96,3.1,3.42,27.58,31.48,10.79,8.73,9.12,9.86,82.59,83.73,110.57,247.02,87.72,noguelu01
2004,Luis Flores,Houston Rockets,Manhattan,2,26,55,G,10.97,3.04,3.10,29.0,32.0,15,6.00,8.46,9.1,72.5,73.75,98.5,202.0,79.5,florelu01
2002,Luis Scola,San Antonio Spurs,Saski Baskonia (Spain),2,27,55,F,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,scolalu01
2018,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),1,3,3,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2015,Luka Mitrovic,Philadelphia 76ers,Red Star Belgrade (Serbia),2,30,60,NA,11.46,3.1,3.3,29.41,34.23,11.36,7.79,8.95,9.59,79.56,80.81,106.2,228.53,84.53,
2019,Luka Samanic,San Antonio Spurs,KK Olimpija (Slovenia),1,19,19,F,11.01,3.03,3.27,27.0,38.0,7,5.60,8.50,9.00,81.5,83.0,107.0,227.2,82.5,
2010,Luke Babbitt,Minnesota Timberwolves,Nevada-Reno,1,16,16,F,10.98,3.1,3.40,29.5,37.5,15,5.60,8.50,10.00,79.5,80.75,104.5,217.8,83.25,babbilu01
2010,Luke Harangody,Boston Celtics,Notre Dame,2,22,52,F,11.83,3.1,3.41,24.0,28.5,23,11.10,8.75,9.75,78.0,79.75,106.0,240.2,81.5,haranlu01
2004,Luke Jackson,Cleveland Cavaliers,Oregon,1,10,10,F,11.10,3.1,3.24,26.5,36.0,13,8.00,8.95,9.59,78.0,79.0,103.0,212.0,80.5,jackslu02
2017,Luke Kennard,Detroit Pistons,Duke,1,12,12,G,11.11,3.04,3.22,30.1,36.1,8.78,6.60,8.00,8.75,76.5,77.5,98.5,196.2,77.25,kennalu01
2003,Luke Ridnour,Seattle SuperSonics,Oregon,1,14,14,G,11.00,3.04,3.28,26.0,32.5,0,5.30,8.46,9.1,73.0,76.12,95.5,167.0,75.0,ridnolu01
