player,position,lane_agility,shuttle_run,three_quarter_sprint,standing_vertical,max_vertical,bench_press,season,body_fat,hand_length,hand_width,height_shoes,standing_reach,weight,wingspan
Craig Brackins,PF-SF,11.65,,3.39,26.0,35.0,6,2010.0,7.9,9.5,11.25,81.75,109.0,229.0,84.0
Avery Bradley,SG-PG,11.47,,3.14,31.5,37.5,2,2010.0,4.0,8.25,9.5,75.25,98.5,180.4,79.25
Derrick Caracter,PF,12.78,,3.61,25.0,30.5,22,2010.0,12.8,9.0,10.25,81.5,107.5,280.0,84.25
Sherron Collins,PG,12.31,,3.24,27.5,33.0,,2010.0,9.2,8.5,9.5,71.75,94.0,217.2,74.5
DeMarcus Cousins,C,11.40,,3.55,23.5,27.5,,2010.0,16.4,9.25,10.0,82.75,113.0,291.8,89.75
Jordan Crawford,SG,11.03,,3.37,31.5,34.5,7,2010.0,4.9,8.0,9.0,76.5,101.0,198.4,79.0
Ed Davis,PF,11.70,,3.21,31.0,36.0,,2010.0,10.0,9.25,10.0,81.75,108.0,226.6,84.0
Devin Ebanks,SF,11.69,,3.44,23.5,32.0,6,2010.0,7.9,8.25,9.0,80.25,107.5,207.8,84.25
Derrick Favors,PF,11.74,,3.25,31.5,35.5,14,2010.0,6.5,8.75,9.25,82.25,110.0,245.2,88.0
Keith Gallon,PF-C,13.44,,3.70,23.5,28.5,14,2010.0,15.1,9.25,10.5,81.5,109.5,301.8,88.5
Charles Garcia,SF,11.65,,3.23,24.5,30.5,2,2010.0,7.0,8.75,9.0,81.25,107.5,231.6,85.75
Paul George,SF,,,,,,4,2010.0,5.0,8.5,9.0,80.75,107.0,214.4,83.25
Luke Harangody,PF,11.83,,3.41,24.0,28.5,23,2010.0,11.1,8.75,9.75,79.75,106.0,240.2,81.5
Manny Harris,SG,,,,,,11,2010.0,3.8,8.5,9.0,77.5,102.0,185.1,79.25
Gordon Hayward,SF,11.73,,3.22,30.5,34.5,10,2010.0,6.9,8.5,9.25,80.0,103.0,211.0,79.75
Lazar Hayward,SG-SF,10.87,,3.31,31.0,36.0,15,2010.0,7.5,9.25,9.5,77.75,102.0,225.8,84.75
Xavier Henry,SG,11.10,,3.18,28.5,36.5,8,2010.0,4.7,8.75,10.0,78.5,105.0,210.2,83.25
Darington Hobson,SG-SF,11.68,,3.25,29.0,34.0,,2010.0,6.2,8.25,9.0,78.5,104.5,203.6,81.25
Damion James,SF,10.89,,3.20,29.0,33.0,13,2010.0,9.6,9.25,8.5,79.75,107.0,226.6,84.75
Armon Johnson,PG-SG,11.25,,3.19,31.5,38.5,18,2010.0,5.6,8.25,9.25,75.25,99.5,195.2,80.0
Wesley Johnson,SF,11.43,,3.14,32.0,37.0,16,2010.0,4.6,9.0,9.5,79.25,106.0,206.4,85.0
Dominique Jones,SG,10.88,,3.31,26.0,32.5,19,2010.0,5.9,9.0,10.25,77.0,101.0,216.0,81.25
Jerome Jordan,C,,,,,,,2010.0,6.9,9.0,10.25,84.75,113.0,244.2,89.25
Sylven Landesberg,SG,11.59,,3.36,28.0,32.0,8,2010.0,11.6,8.75,10.75,78.25,100.5,210.0,81.0
Gani Lawal,PF,11.61,,3.24,27.0,31.5,20,2010.0,6.3,8.5,10.0,81.0,107.5,233.4,84.0
Greg Monroe,PF-C,12.10,,3.35,25.0,29.0,15,2010.0,11.2,8.75,9.5,83.0,108.5,246.6,86.25
Daniel Orton,C,12.32,,3.39,24.0,30.5,13,2010.0,13.8,8.5,9.75,81.5,110.5,269.2,88.25
Artsiom Parakhouski,C,12.07,,3.33,25.5,26.5,16,2010.0,6.0,9.0,10.5,83.75,109.5,268.2,85.0
Patrick Patterson,PF,11.14,,3.25,28.5,33.5,17,2010.0,5.3,9.25,10.25,81.25,107.0,239.6,85.25
Dexter Pittman,PF-C,,,,,,,2010.0,20.8,10.25,10.5,83.5,111.0,302.6,90.0
Andy Rautins,SG,11.27,,3.49,23.5,30.5,8,2010.0,6.2,8.0,9.75,77.0,100.0,191.6,79.0
Ryan Richards,PF,11.33,,3.37,25.0,28.5,4,2010.0,8.0,9.0,9.75,83.75,110.0,230.2,85.5
Stanley Robinson,SF,11.65,,3.23,,37.5,6,2010.0,8.3,9.0,9.0,79.75,107.5,213.2,84.0
Larry Sanders,PF-C,12.49,,3.27,25.5,28.0,7,2010.0,4.6,9.75,11.0,82.5,112.0,222.4,89.75
Jon Scheyer,PG-SG,,,,,,,2010.0,5.4,7.75,9.5,78.0,99.0,180.0,75.25
Lance Stephenson,SG,11.39,,3.38,27.0,33.0,10,2010.0,9.3,9.0,10.25,77.75,103.0,227.0,82.5
Mikhail Torrance,PG,11.43,,3.17,23.0,32.0,8,2010.0,7.0,8.75,9.5,77.0,103.0,208.8,79.5
Evan Turner,SG,11.06,,3.27,27.5,34.5,9,2010.0,8.6,8.75,9.5,79.0,103.5,213.8,80.0
Ekpe Udoh,PF,11.15,,3.29,31.0,33.5,10,2010.0,8.0,9.5,8.75,81.75,106.5,237.4,88.5
Jarvis Varnado,PF-C,11.61,,3.37,29.5,32.5,3,2010.0,9.5,9.25,9.5,82.0,109.5,210.2,87.5
Greivis Vasquez,PG-SG,,,,,,,2010.0,8.6,7.75,9.25,78.5,101.0,210.8,79.0
John Wall,PG,10.84,,3.14,30.0,39.0,,2010.0,5.6,8.25,9.5,76.0,101.5,195.6,81.25
Willie Warren,SG-PG,11.21,,3.50,23.0,31.5,10,2010.0,7.6,8.5,9.5,75.75,99.5,208.4,78.0
Terrico White,SG-PG,11.38,,3.15,31.0,40.0,10,2010.0,3.7,9.0,10.5,77.0,101.0,202.6,81.0
Hassan Whiteside,C-PF,11.83,,3.54,27.0,31.5,12,2010.0,5.5,8.25,10.25,83.5,113.0,226.6,91.0
Keith Benson,C-PF,11.88,,3.35,31.5,36.0,12,2011.0,6.1,9.5,11.0,83.0,109.5,217.0,87.75
Marshon Brooks,SG,10.74,,3.09,34.0,38.5,5,2011.0,5.2,9.0,10.5,77.25,101.0,194.6,85.0
Alec Burks,SG,10.96,,3.17,29.0,36.0,5,2011.0,5.1,9.0,8.25,78.0,103.5,192.6,82.0
Jimmy Butler,SF,11.12,,3.15,32.0,39.0,14,2011.0,5.4,9.0,9.0,79.75,101.5,222.2,79.5
Norris Cole,PG,10.07,,3.22,29.5,38.5,11,2011.0,4.7,8.5,9.5,73.75,95.5,174.4,74.25
Jon Diebler,SG,10.94,,3.37,28.0,35.0,2,2011.0,8.5,8.25,8.25,78.5,99.0,196.6,78.0
Michael Dunigan,PF-C,11.85,,3.27,29.5,34.5,10,2011.0,8.0,9.0,10.75,82.0,107.5,237.6,87.25
LaceDarius Dunn,SG,11.45,,3.27,26.5,31.0,3,2011.0,5.5,9.0,10.25,76.0,101.0,187.8,78.25
Kenneth Faried,PF,11.35,,3.26,30.5,35.0,16,2011.0,6.3,8.5,10.25,79.5,108.0,224.6,84.0
James Fredette,PG,10.42,,3.21,28.0,33.0,14,2011.0,7.7,8.0,8.5,74.5,96.5,196.0,76.5
Andrew Goudelock,PG,10.33,,3.10,32.5,37.0,4,2011.0,9.9,8.25,9.25,74.75,96.5,197.6,76.25
Jordan Hamilton,SF,11.47,,3.30,25.0,32.0,7,2011.0,9.8,9.0,9.25,80.5,104.0,228.4,81.5
Justin Harper,PF-SF,11.92,,3.30,28.5,33.0,19,2011.0,4.0,9.0,9.25,80.75,106.0,228.0,83.75
Tobias Harris,SF-PF,10.96,,3.17,31.5,37.5,12,2011.0,8.4,8.75,9.0,79.75,103.5,222.8,83.0
Tyler Honeycutt,SF,11.68,,3.07,30.0,37.0,,2011.0,5.3,8.5,9.5,80.25,105.0,186.8,81.0
Scotty Hopson,SG,10.47,,3.18,32.5,36.0,10,2011.0,4.8,8.5,10.0,78.5,103.5,204.6,82.5
Kyrie Irving,PG,,,,,,,2011.0,10.2,8.25,9.25,75.5,99.0,191.0,76.0
Rick Jackson,PF,11.51,,3.26,28.5,33.0,9,2011.0,8.3,8.75,9.5,81.25,106.5,241.8,86.0
Charles Jenkins,PG-SG,11.68,,3.18,29.5,34.0,16,2011.0,4.3,8.5,9.0,75.25,96.5,216.4,79.5
JaJuan Johnson,PF,11.21,,3.14,33.5,38.0,15,2011.0,7.5,9.0,10.0,82.0,107.5,219.8,86.0
Cory Joseph,PG,10.75,,3.27,27.5,35.0,5,2011.0,9.7,8.5,10.5,75.25,99.0,186.2,77.5
Enes Kanter,PF-C,11.30,,3.26,26.0,32.5,14,2011.0,5.9,9.5,10.75,83.25,109.5,259.2,85.5
Brandon Knight,PG,10.74,,3.07,29.0,37.5,10,2011.0,4.2,8.25,9.5,75.25,98.5,176.8,78.75
Malcolm Lee,SG,11.20,,3.09,30.0,35.5,17,2011.0,5.9,8.5,9.5,77.5,101.5,198.2,81.75
Kawhi Leonard,SF,11.45,,3.15,25.5,32.0,3,2011.0,5.4,9.75,11.25,79.0,106.0,227.4,87.0
Travis Leslie,SG,11.00,,3.13,33.0,40.5,10,2011.0,8.1,8.75,9.25,76.25,103.0,205.0,82.5
Jon Leuer,PF,10.82,,3.36,29.5,36.5,14,2011.0,5.4,8.75,9.75,83.5,105.5,223.2,84.0
DeAndre Liggins,SF-SG,,,3.33,27.0,31.0,6,2011.0,5.0,8.75,10.0,78.25,103.5,202.2,83.0
David Lighty,SG,10.81,,3.25,28.5,33.0,15,2011.0,6.5,9.0,10.0,78.5,101.0,216.2,80.0
Shelvin Mack,PG,11.23,,3.18,32.0,39.0,17,2011.0,7.1,8.25,9.25,74.5,96.5,209.0,79.5
Demetri McCamey,PG,11.55,,3.19,27.0,33.0,,2011.0,6.1,8.5,9.0,75.25,99.5,204.0,78.25
E'Twaun Moore,SG,11.12,,3.31,32.0,34.5,,2011.0,7.6,9.0,10.0,76.0,99.5,191.4,81.5
Markieff Morris,PF,,,3.40,27.0,31.5,11,2011.0,10.2,8.5,8.25,81.25,106.5,240.8,82.75
Marcus Morris,PF-SF,,,3.15,29.0,33.0,11,2011.0,8.0,8.25,8.5,80.75,105.5,229.6,82.0
Darius Morris,PG-SG,11.00,,3.20,24.5,32.0,12,2011.0,5.3,8.75,10.0,77.25,102.0,190.0,79.5
Chandler Parsons,SF,11.05,,3.29,25.5,31.5,4,2011.0,7.0,8.25,10.0,81.75,104.5,221.2,81.5
Jereme Richmond,SF,11.74,,3.02,27.0,33.5,0,2011.0,5.5,8.75,9.5,79.25,106.5,207.2,82.25
Josh Selby,SG-PG,11.13,,3.20,29.5,42.0,5,2011.0,7.9,8.5,9.0,75.0,98.0,194.6,77.25
Iman Shumpert,PG-SG,11.10,,3.18,36.5,42.0,18,2011.0,6.5,9.0,9.0,77.5,99.5,221.8,81.5
Kyle Singler,SF,11.22,,3.21,23.0,30.0,10,2011.0,10.0,8.25,8.75,80.5,106.0,228.0,82.1
Chris Singleton,SF,11.33,,3.09,30.5,37.5,15,2011.0,7.4,9.25,10.0,81.0,103.5,230.2,85.0
Jamie Skeen,PF,12.43,,3.46,26.0,30.5,10,2011.0,9.8,8.5,8.5,80.0,106.5,241.6,85.25
Gregory Smith,PF-C,12.43,,3.36,29.5,36.0,17,2011.0,7.4,9.75,12.0,81.25,106.5,252.8,86.5
Nolan Smith,PG,11.05,,3.17,28.5,34.0,9,2011.0,5.6,8.5,9.25,75.5,99.0,187.6,77.5
Malcolm Thomas,PF,11.31,,3.29,32.0,36.5,3,2011.0,5.9,9.5,10.5,80.75,107.5,223.0,84.5
Isaiah Thomas,PG,10.49,,3.14,31.5,40.0,13,2011.0,6.7,8.25,9.0,70.25,91.5,186.0,73.75
Trey Thompkins,PF,11.72,,3.41,27.5,30.5,15,2011.0,15.5,9.25,9.75,81.75,107.5,239.0,85.0
Tristan Thompson,PF,10.92,,3.26,30.0,35.0,9,2011.0,6.2,8.75,9.25,80.75,108.5,227.4,85.25
Klay Thompson,SG,10.99,,3.24,26.5,31.5,5,2011.0,8.0,8.75,9.25,79.25,103.5,205.6,81.0
Jeremy Tyler,PF-C,11.26,,3.29,28.0,33.5,10,2011.0,13.4,9.25,9.0,82.5,110.5,262.4,89.0
Nikola Vucevic,PF-C,12.02,,3.27,23.5,25.0,8,2011.0,6.1,9.25,10.25,83.75,112.5,259.8,88.5
Kemba Walker,PG,10.87,,3.16,32.0,39.5,7,2011.0,5.9,8.0,9.0,73.0,91.5,184.0,75.5
Derrick Williams,PF-SF,11.03,,3.23,29.0,34.5,19,2011.0,10.8,9.0,9.75,80.75,108.0,248.4,85.5
Jordan Williams,PF,12.74,,3.45,25.0,30.5,10,2011.0,12.1,9.25,10.0,81.0,106.5,247.2,84.25
Quincy Acy,PF,10.48,,3.28,32.0,37.0,13,2012.0,7.1,9.5,11.0,79.75,106.5,223.8,86.75
Harrison Barnes,SF-SG,10.93,,3.16,38.0,39.5,15,2012.0,9.6,9.0,8.5,80.0,101.5,227.8,83.25
Will Barton,SG-SF,12.50,,3.60,30.0,34.0,0,2012.0,4.1,9.0,9.5,78.0,102.5,174.4,81.75
Bradley Beal,SG,10.95,,3.28,33.0,39.0,8,2012.0,6.0,8.5,9.0,76.75,100.0,201.8,80.0
J'Covan Brown,PG,11.68,,3.47,26.0,29.5,3,2012.0,12.5,7.75,8.25,74.25,96.0,202.4,77.25
William Buford,SG-SF,11.40,,3.43,27.5,32.5,8,2012.0,11.3,8.75,10.0,77.0,102.0,214.6,81.5
Jae Crowder,SF,11.45,,3.37,31.0,34.5,20,2012.0,9.0,9.5,10.5,78.5,99.5,241.2,81.25
Jared Cunningham,SG-PG,,,,,,4,2012.0,3.6,8.25,9.0,77.0,98.0,187.6,78.5
Anthony Davis,PF-C,,,,,,,2012.0,7.9,9.0,8.5,82.5,108.0,221.8,89.5
Marcus Denmon,SG,10.82,,3.19,33.5,40.0,8,2012.0,6.6,8.25,9.75,75.25,94.5,188.2,77.0
Andre Drummond,C,10.83,,3.39,31.5,33.5,10,2012.0,7.5,9.5,9.5,83.75,109.5,278.6,90.25
Kim English,SG,10.59,,3.33,29.0,36.5,,2012.0,4.3,8.5,8.75,77.75,98.0,192.0,78.5
Festus Ezeli,C-PF,12.35,,3.29,34.0,33.5,18,2012.0,5.5,9.0,10.75,83.5,108.0,264.2,89.75
Drew Gordon,PF,11.35,,3.49,29.0,34.0,10,2012.0,9.1,8.5,9.75,80.75,103.5,239.0,83.5
JaMychal Green,PF,10.63,,3.38,29.5,32.5,19,2012.0,9.8,9.25,9.25,81.0,106.5,217.4,86.25
Draymond Green,PF-SF,11.01,,3.40,28.0,33.0,9,2012.0,11.3,9.0,9.5,79.5,105.0,235.6,85.25
Maurice Harkless,SF,10.87,,3.25,32.5,37.0,5,2012.0,5.3,9.25,10.25,80.75,102.5,206.6,84.0
John Henson,PF,,,,25.5,30.0,5,2012.0,8.6,9.25,10.0,82.5,112.0,216.0,89.0
Tu Holloway,PG,11.00,,3.42,28.0,35.0,12,2012.0,8.5,8.75,10.0,71.75,94.5,186.8,77.5
Robbie Hummel,SF,11.56,,3.41,27.5,30.0,13,2012.0,9.4,8.5,9.5,80.5,102.0,218.0,80.5
Bernard James,PF,11.84,,3.40,30.0,32.5,6,2012.0,5.0,9.0,9.25,82.0,108.5,229.8,87.0
John Jenkins,SG,11.36,,3.37,30.5,36.5,10,2012.0,7.1,9.0,9.0,76.25,98.0,212.0,80.5
Orlando Johnson,SG,10.98,,3.25,32.0,39.5,13,2012.0,7.0,9.0,9.5,77.25,99.0,223.8,83.25
Darius Johnson-Odom,SG,10.76,,3.21,33.5,41.5,17,2012.0,7.0,8.75,8.75,75.0,96.0,212.0,79.0
Terrence Jones,PF-SF,11.57,,3.40,29.5,34.5,12,2012.0,7.7,9.0,10.0,81.5,107.0,252.0,86.25
Perry Jones,PF-SF,11.31,,3.19,33.0,38.5,11,2012.0,4.6,9.25,9.5,83.25,107.0,233.8,85.75
Kevin Jones,PF,11.94,,3.60,27.5,32.5,17,2012.0,11.2,9.0,7.75,79.5,105.0,251.2,85.5
Kris Joseph,SG,,,3.46,28.5,35.0,6,2012.0,8.6,9.0,9.0,79.0,104.0,215.0,83.0
Michael Kidd-Gilchrist,SF,11.77,,3.18,32.0,35.5,6,2012.0,7.0,9.0,10.25,79.5,104.5,232.8,84.0
Jeremy Lamb,SG,10.98,,3.25,31.5,38.0,5,2012.0,4.5,8.75,9.25,77.25,102.0,179.2,83.0
Doron Lamb,SG-PG,11.12,,3.41,29.0,33.5,2,2012.0,6.7,8.5,8.75,76.75,98.5,199.4,78.75
Meyers Leonard,C,11.34,,3.41,30.0,32.5,19,2012.0,5.7,9.25,11.0,85.25,108.0,249.8,87.0
Damian Lillard,PG,11.15,,3.34,34.5,39.5,13,2012.0,5.9,8.75,9.75,74.75,95.5,188.8,79.75
Scott Machado,PG,11.26,,3.30,27.0,32.5,17,2012.0,5.8,8.5,9.5,74.0,94.5,205.8,76.0
Kendall Marshall,PG,12.03,,3.23,31.0,37.0,,2012.0,7.8,8.5,9.0,76.25,96.0,198.4,77.5
Fab Melo,C,12.14,,3.44,29.5,31.0,9,2012.0,9.2,9.0,10.0,84.0,110.0,255.0,86.5
Khris Middleton,SF,11.45,,3.47,28.0,31.0,4,2012.0,7.8,9.0,9.0,80.25,103.0,216.2,82.75
Darius Miller,SF-SG,11.34,,3.31,33.0,37.0,14,2012.0,7.5,8.5,8.75,79.5,101.0,233.4,81.0
Quincy Miller,SF,11.05,,3.48,30.5,36.0,8,2012.0,7.8,9.25,10.25,82.0,105.0,218.7,85.25
Tony Mitchell,SG,11.72,,3.47,31.5,40.0,14,2012.0,5.7,8.5,10.0,78.25,100.0,216.4,82.0
Arnett Moultrie,PF,11.32,,3.22,33.5,37.5,10,2012.0,7.7,9.25,9.25,82.75,106.5,232.8,86.25
Kevin Murphy,SG,10.97,,3.42,31.0,36.5,11,2012.0,5.8,8.5,8.5,78.25,99.0,194.0,78.75
Andrew Nicholson,PF,11.89,,3.67,28.5,30.5,10,2012.0,7.6,10.0,10.75,81.5,107.0,234.0,88.0
Kyle O'Quinn,PF,11.65,,3.53,31.5,31.5,,2012.0,8.0,9.5,10.0,82.0,106.5,240.8,88.75
Miles Plumlee,PF-C,10.64,,3.36,34.0,40.5,15,2012.0,11.4,9.25,9.0,83.75,105.5,252.4,84.75
Austin Rivers,SG-PG,11.54,,3.32,32.5,37.5,1,2012.0,6.2,8.5,10.0,77.0,96.5,202.8,79.25
Thomas Robinson,PF,11.96,,3.17,28.5,35.5,15,2012.0,5.0,9.75,10.5,80.75,106.0,244.2,87.25
Terrence Ross,SG-SF,11.78,,3.28,31.0,37.5,2,2012.0,3.2,8.75,10.25,79.0,100.5,196.6,79.25
Tomas Satoransky,PG-SG,,,,,,,2012.0,5.2,8.5,9.5,79.5,100.0,200.6,79.25
Mike Scott,PF,11.59,,3.44,27.0,32.5,14,2012.0,10.6,8.5,9.0,80.75,104.0,240.8,82.75
Henry Sims,C-PF,12.33,,3.44,26.5,29.5,7,2012.0,7.7,9.25,10.0,83.75,108.0,241.2,88.0
Jared Sullinger,PF,12.77,,3.81,29.5,31.0,9,2012.0,10.7,9.25,9.75,81.0,105.5,268.2,85.25
Jeff Taylor,SF-SG,10.87,,3.29,33.5,40.0,15,2012.0,4.2,8.25,9.75,79.25,101.5,212.8,78.25
Tyshawn Taylor,PG,11.48,,3.20,32.0,36.5,0,2012.0,4.2,8.75,8.75,76.0,97.5,177.0,78.25
Jordan Taylor,PG,10.57,,3.19,33.0,36.5,14,2012.0,5.5,8.25,9.5,74.0,92.5,192.8,75.0
Marquis Teague,PG,10.65,,3.19,32.5,40.5,8,2012.0,6.3,8.25,7.75,74.0,96.5,179.8,79.25
Hollis Thompson,SF,11.72,,3.38,28.5,36.5,6,2012.0,6.0,8.25,9.75,80.0,102.5,206.0,81.5
Dion Waiters,SG,,,,,,,2012.0,8.5,8.5,9.5,76.0,98.0,221.0,79.25
Royce White,PF,,,,,,,2012.0,10.6,9.5,11.5,80.0,104.5,260.6,84.0
Tony Wroten,PG,10.75,,3.24,30.0,35.5,0,2012.0,5.2,8.0,9.0,78.0,101.0,203.2,81.0
Tyler Zeller,PF-C,11.13,,3.40,30.0,34.0,16,2012.0,6.4,9.0,9.75,84.5,104.5,247.4,84.0
Steven Adams,C,11.85,3.02,3.40,28.5,33.0,16,2013.0,6.65,9.5,11.0,84.0,109.5,254.5,88.5
Vander Blue,SG,10.40,2.70,3.14,28.0,37.5,4,2013.0,4.6,8.5,9.5,77.25,100.5,197.4,78.0
Lorenzo Brown,PG,11.78,3.24,3.40,28.0,34.0,8,2013.0,3.95,8.25,8.5,77.25,100.0,189.2,79.0
Reggie Bullock,SG-SF,11.33,3.30,3.31,31.0,36.5,11,2013.0,6.95,8.5,9.0,79.0,102.0,199.8,80.75
Trey Burke,PG,11.20,3.01,3.16,29.5,36.5,3,2013.0,6.9,8.25,8.75,73.25,97.5,187.0,77.5
Kentavious Caldwell-Pope,SG,10.60,3.20,3.12,29.0,34.5,7,2013.0,6.45,8.5,9.0,77.5,100.5,203.6,80.0
Isaiah Canaan,PG,10.98,2.89,3.22,33.0,40.5,16,2013.0,5.9,8.25,9.5,72.0,94.5,188.4,76.5
Jackie Carmichael,PF,11.83,3.07,3.35,30.0,32.0,13,2013.0,5.8,9.0,10.25,81.0,107.0,241.2,85.5
Michael Carter-Williams,PG,10.68,3.70,3.22,31.5,41.0,8,2013.0,4.4,7.5,8.5,77.75,101.0,184.4,79.25
Will Clyburn,SF-SG,11.68,3.12,3.38,28.0,34.5,3,2013.0,6.85,9.25,10.25,79.0,105.0,210.4,84.25
Robert Covington,SF-PF,11.69,3.10,3.34,29.5,36.0,9,2013.0,4.7,9.0,8.5,79.5,106.0,208.6,85.75
Allen Crabbe,SG,10.67,3.10,3.32,30.5,36.0,10,2013.0,4.65,8.25,8.5,78.25,103.5,197.4,83.25
Seth Curry,SG,,,,,,,2013.0,9.6,8.0,8.25,75.0,97.5,179.2,76.0
Brandon Davies,PF,11.22,3.14,3.50,26.0,31.5,7,2013.0,8.6,9.0,11.0,82.25,108.5,241.8,85.5
Dewayne Dedmon,C,12.75,3.26,3.40,28.0,32.5,8,2013.0,8.35,9.0,11.0,83.5,109.0,238.8,88.0
Gorgui Dieng,C,,,,,,,2013.0,5.35,9.0,10.0,82.75,111.5,229.6,87.5
James Ennis,SF,11.55,3.06,3.40,29.5,36.5,7,2013.0,4.5,8.5,8.75,79.0,104.5,200.8,83.5
Carrick Felix,SF-SG,11.16,3.09,3.25,32.0,38.5,15,2013.0,3.3,8.5,9.5,78.25,103.5,202.6,81.25
Jamaal Franklin,SG-SF,,,,,,,2013.0,8.25,8.5,8.25,77.25,103.5,190.8,83.25
Rudy Gobert,C,12.85,3.19,3.57,25.0,29.0,7,2013.0,4.4,9.75,10.0,86.0,115.0,237.6,92.5
Archie Goodwin,SG,10.75,3.41,3.27,30.0,36.0,1,2013.0,4.55,8.5,9.0,77.25,102.0,189.0,81.5
Erick Green,PG,,,,,,5,2013.0,4.35,8.5,9.0,75.0,98.0,178.2,77.75
Tim Hardaway Jr.,SG,10.68,2.93,3.25,31.5,37.5,16,2013.0,6.05,8.0,9.25,78.25,101.0,199.4,79.0
Solomon Hill,SF,10.77,2.91,3.19,29.5,37.5,14,2013.0,7.6,9.0,10.5,79.0,103.0,226.0,81.0
Richard Howell,PF,,,,,,,2013.0,8.75,8.75,9.5,79.5,105.5,249.6,82.25
Colton Iverson,C,11.52,3.04,3.52,26.5,30.0,12,2013.0,9.6,9.25,9.5,84.0,110.0,262.8,86.0
Pierre Jackson,PG,,,,,,,2013.0,4.5,7.5,8.25,70.5,90.0,176.0,70.0
Grant Jerrett,PF,11.85,3.23,3.51,28.5,34.0,2,2013.0,10.05,8.5,9.25,82.25,109.0,232.0,86.0
Myck Kabongo,PG,10.64,2.86,3.44,27.5,33.5,2,2013.0,6.0,8.25,9.0,74.75,98.0,180.4,78.25
Kenny Kadji,PF-C,11.47,2.88,3.44,34.0,38.0,9,2013.0,7.45,9.0,10.25,82.0,106.5,241.6,87.0
Ryan Kelly,PF,,,,,,,2013.0,14.75,9.0,10.0,83.75,110.0,228.0,83.5
Shane Larkin,PG,10.64,3.03,3.08,34.5,44.0,12,2013.0,3.8,7.5,8.75,71.5,89.5,170.8,70.75
Ricky Ledo,SG,10.72,3.16,3.32,27.0,33.5,4,2013.0,10.25,8.5,9.25,78.0,102.5,197.2,79.25
Alex Len,C,,,,,,,2013.0,6.4,9.0,10.75,,,,87.5
CJ Leslie,PF-SF,10.19,2.79,3.10,32.5,40.5,,2013.0,7.95,8.75,9.0,80.75,104.5,209.2,86.25
Trevor Mbakwe,PF,12.01,2.97,3.32,30.0,36.5,21,2013.0,5.9,9.5,11.5,80.0,106.5,235.8,88.0
Ray McCallum,PG,10.82,3.08,3.25,30.5,40.0,5,2013.0,7.3,8.0,8.75,73.75,96.5,191.4,75.25
CJ McCollum,PG-SG,11.02,2.91,3.32,32.0,38.5,13,2013.0,8.6,8.0,9.5,75.25,96.5,197.0,78.25
Ben McLemore,SG,11.87,3.11,3.27,32.5,42.0,6,2013.0,5.0,8.75,9.5,76.75,100.5,189.2,79.75
Tony Mitchell,PF-SF,11.82,3.25,3.52,33.5,38.0,13,2013.0,5.55,9.0,10.0,80.75,106.5,236.4,86.5
Shabazz Muhammad,SF-SG,10.99,2.93,3.32,29.5,37.0,10,2013.0,9.0,9.0,10.0,78.25,104.5,221.8,83.0
Erik Murphy,PF,12.19,2.96,3.57,24.5,29.5,13,2013.0,7.95,8.75,9.75,81.5,108.0,239.8,82.5
Mike Muscala,C-PF,11.76,2.99,3.44,28.0,33.5,5,2013.0,6.8,8.5,9.0,83.5,108.0,230.2,85.0
Nerlens Noel,C,,,,,,,2013.0,4.15,9.5,10.0,83.75,110.0,206.4,87.75
Victor Oladipo,SG,10.69,3.14,3.25,33.0,42.0,15,2013.0,6.55,8.75,9.25,76.25,100.5,213.2,81.25
Kelly Olynyk,PF-C,11.42,2.99,3.59,24.5,29.5,5,2013.0,6.65,8.5,10.0,84.0,108.0,234.0,81.75
Brandon Paul,SG,11.16,2.90,3.37,33.5,39.5,15,2013.0,5.25,8.5,9.5,76.0,98.0,201.0,82.25
Norvel Pelle,PF-C,11.49,3.20,3.32,31.0,34.5,0,2013.0,5.15,8.75,9.5,82.5,109.0,207.2,86.5
Mason Plumlee,C-PF,10.89,2.76,3.29,30.5,36.0,14,2013.0,6.15,9.75,9.5,84.5,108.0,238.2,83.0
Otto Porter,SF,11.25,3.06,3.40,27.0,36.0,9,2013.0,6.65,8.75,9.25,80.5,105.5,197.6,85.5
Phil Pressey,PG,10.86,3.02,3.13,33.0,38.5,7,2013.0,4.7,7.75,9.75,71.5,92.0,177.0,74.25
Glen Rice,SF-SG,10.99,3.08,3.25,33.0,40.5,10,2013.0,8.45,8.5,9.0,77.75,101.5,210.8,81.25
Andre Roberson,PF-SF,11.36,3.02,3.34,30.0,36.5,10,2013.0,7.05,8.75,9.5,79.0,104.5,205.8,83.0
Dennis Schroder,PG,11.09,2.86,3.21,30.0,34.0,1,2013.0,4.1,8.75,10.5,74.0,98.0,164.8,79.75
Peyton Siva,PG,10.59,2.93,3.16,33.5,41.5,15,2013.0,6.05,8.0,9.75,73.0,93.0,180.6,75.0
Tony Snell,SF-SG,11.36,2.84,3.25,30.0,36.5,7,2013.0,4.85,9.0,9.5,79.25,105.5,198.2,83.5
James Southerland,SF-PF,10.90,3.03,3.38,29.0,32.0,5,2013.0,8.05,8.0,9.5,80.0,106.0,220.6,85.0
Deshaun Thomas,SF,12.94,3.38,3.53,28.5,32.0,5,2013.0,9.1,8.0,8.75,79.0,104.0,219.8,82.0
Adonis Thomas,SF,11.64,3.11,3.32,34.5,40.5,13,2013.0,7.5,9.25,9.5,77.75,99.0,231.8,85.0
